"ligand","pearson","z","pct","perm_p","perm_padj","is_aging_up_secretome_ligand","receiver"
"PVR",0.0237281862522554,NA,0.827079934747145,0.00199900049975012,0.0174912543728136,FALSE,"Astro"
"KIR2DL5A",0.0237188740866959,NA,0.82626427406199,0.00249875062468766,0.0193732247800151,FALSE,"Astro"
"CCL17",0.0237043227164621,NA,0.825448613376835,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"COL14A1",0.0236149687168204,NA,0.82463295269168,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"SIGLEC7",0.0235584135425049,NA,0.823817292006525,0.00299850074962519,0.0204064634349492,FALSE,"Astro"
"SLITRK2",0.0235537177000401,NA,0.82300163132137,0.00299850074962519,0.0204064634349492,FALSE,"Astro"
"SLAMF6",0.0235334099388877,NA,0.822185970636215,0.00349825087456272,0.0217530828494382,FALSE,"Astro"
"GPHA2",0.023533049903099,NA,0.82137030995106,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"APOC4",0.0235127368193815,NA,0.820554649265905,0.00299850074962519,0.0204064634349492,FALSE,"Astro"
"LAMB3",0.0235110678201433,NA,0.81973898858075,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"PLB1",0.0235046001180493,NA,0.818923327895595,0.00649675162418791,0.0252651452051752,FALSE,"Astro"
"LIN7B",0.023499174607789,NA,0.81810766721044,0.00299850074962519,0.0204064634349492,FALSE,"Astro"
"ITM2B",0.0234795610347547,NA,0.817292006525285,0.0164917541229385,0.0370007304040288,FALSE,"Astro"
"ULBP2",0.0234772670607268,NA,0.816476345840131,0.00349825087456272,0.0217530828494382,FALSE,"Astro"
"APOA4",0.0234753808463061,NA,0.815660685154976,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
"IL1RN",0.0234672052871541,NA,0.814845024469821,0.00549725137431284,0.0235459193480183,FALSE,"Astro"
"TECTB",0.0234630979742697,NA,0.814029363784666,0.00499750124937531,0.0231891629942604,FALSE,"Astro"
"TAC4",0.0233947961268871,NA,0.813213703099511,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
"PTH2",0.0233173616646345,NA,0.812398042414356,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"DSG1",0.0232823717554262,NA,0.811582381729201,0.00349825087456272,0.0217530828494382,FALSE,"Astro"
"TAFA4",0.0232659625801643,NA,0.810766721044046,0.00649675162418791,0.0252651452051752,FALSE,"Astro"
"NPS",0.023257219143589,NA,0.809951060358891,0.00499750124937531,0.0231891629942604,FALSE,"Astro"
"LAMA1",0.023251718508993,NA,0.809135399673736,0.00349825087456272,0.0217530828494382,FALSE,"Astro"
"COL12A1",0.02323817998759,NA,0.808319738988581,0.00549725137431284,0.0235459193480183,TRUE,"Astro"
"CLDN16",0.0231998976152589,NA,0.807504078303426,0.00499750124937531,0.0231891629942604,FALSE,"Astro"
"ADM2",0.0231813002215805,NA,0.806688417618271,0.00499750124937531,0.0231891629942604,FALSE,"Astro"
"BTN1A1",0.0231456499687837,NA,0.805872756933116,0.00999500249875063,0.0295033206288422,FALSE,"Astro"
"LRTM2",0.0231418138979255,NA,0.805057096247961,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
"F8",0.0231032496407702,NA,0.804241435562806,0.00599700149925037,0.0243255855515951,FALSE,"Astro"
"MDK",0.0230827545475226,NA,0.803425774877651,0.0119940029985007,0.0322915465344251,FALSE,"Astro"
"RARRES1",0.0230821652316258,NA,0.802610114192496,0.00849575212393803,0.0279766030963013,FALSE,"Astro"
"WBP1",0.0230576539932495,NA,0.801794453507341,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
"JAML",0.0230547782194156,NA,0.800978792822186,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
"EPGN",0.0230115751519043,NA,0.800163132137031,0.00849575212393803,0.0279766030963013,FALSE,"Astro"
"PSG5",0.0229995219827846,NA,0.799347471451876,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"MLN",0.0229808548626063,NA,0.798531810766721,0.00399800099950025,0.0226738482610547,FALSE,"Astro"
"COL20A1",0.0229451835087726,NA,0.797716150081566,0.00449775112443778,0.0229572713643178,FALSE,"Astro"
