celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Oligo,all_secretome_linked,TIMP2,18,1,0.0115
Oligo,all_secretome_linked,LGALS3BP,1,1,0.0735
Oligo,all_secretome_linked,CANT1,5,-1,0.1237
Oligo,all_secretome_linked,C1QTNF1,10,-1,0.0846
Oligo,all_secretome_linked,NPTX1,3,-1,0.0255
Oligo,all_secretome_linked,P4HB,1,1,0.3414
Oligo,all_secretome_linked,NPB,2,-1,0.3848
Oligo,all_secretome_linked,METRNL,1,1,0.0783
Oligo,all_secretome_linked,CLUL1,5,1,-0.0933
Oligo,all_secretome_linked,ADCYAP1,2,1,-0.1887
Oligo,all_secretome_linked,EMILIN2,3,-1,0.1631
Oligo,all_secretome_linked,LAMA1,25,-1,0.1088
Oligo,all_secretome_linked,TWSG1,1,-1,-0.1319
Oligo,all_secretome_linked,LAMA3,29,-1,0.0964
Oligo,all_secretome_linked,CHST9,8,-1,0.0765
Oligo,all_secretome_linked,TTR,8,-1,-0.0722
Oligo,all_secretome_linked,GALNT1,1,-1,0.5417
Oligo,all_secretome_linked,LIPG,4,-1,0.3091
Oligo,all_secretome_linked,C18orf54,1,-1,-0.0255
Oligo,all_secretome_linked,TCF4,89,-1,0.0342
Oligo,all_secretome_linked,GRP,3,1,-0.0919
Oligo,all_secretome_linked,CCBE1,36,-1,0.0962
Oligo,all_secretome_linked,HMSD,2,-1,-0.07
Oligo,all_secretome_linked,CBLN2,17,-1,0.0978
Oligo,all_secretome_linked,NETO1,2,-1,0.1463
Oligo,all_secretome_linked,CNDP1,1,-1,-0.2331
Oligo,all_secretome_linked,GZMM,2,1,-0.1669
Oligo,all_secretome_linked,FGF22,1,1,-0.0004
Oligo,all_secretome_linked,FSTL3,3,1,-0.3525
Oligo,all_secretome_linked,CFD,2,1,0.0664
Oligo,all_secretome_linked,IZUMO4,1,1,0.2354
Oligo,all_secretome_linked,AMH,1,1,-0.1165
Oligo,all_secretome_linked,MYDGF,2,1,0.0352
Oligo,all_secretome_linked,HSD11B1L,1,1,0.1457
Oligo,all_secretome_linked,NRTN,1,-1,1.1419
Oligo,all_secretome_linked,FUT6,2,-1,-0.0586
Oligo,all_secretome_linked,PSPN,2,-1,0.2615
Oligo,all_secretome_linked,C3,2,1,-0.2306
Oligo,all_secretome_linked,FBN3,2,-1,0.3141
Oligo,all_secretome_linked,ANGPTL4,2,1,-0.0837
Oligo,all_secretome_linked,ADAMTS10,4,-1,0.4158
Oligo,all_secretome_linked,OLFM2,19,-1,0.3956
Oligo,all_secretome_linked,COL5A3,2,-1,0.1825
Oligo,all_secretome_linked,EPOR,2,1,0.0386
Oligo,all_secretome_linked,MAN2B1,2,1,0.125
Oligo,all_secretome_linked,RTBDN,3,1,-0.0112
Oligo,all_secretome_linked,CALR,1,-1,-0.2085
Oligo,all_secretome_linked,DAND5,3,-1,0.2029
Oligo,all_secretome_linked,PODNL1,2,-1,-0.0429
Oligo,all_secretome_linked,SAMD1,1,1,0.1088
Oligo,all_secretome_linked,ADGRE5,1,-1,0.0768
Oligo,all_secretome_linked,ADGRE3,4,1,-0.0221
Oligo,all_secretome_linked,CPAMD8,2,-1,0.5797
Oligo,all_secretome_linked,IFI30,1,1,-0.3854
Oligo,all_secretome_linked,GDF15,2,1,-0.0483
Oligo,all_secretome_linked,CRLF1,2,-1,0.1449
Oligo,all_secretome_linked,NCAN,3,-1,0.3703
Oligo,all_secretome_linked,HAPLN4,1,-1,0.8415
Oligo,all_secretome_linked,GPI,1,-1,0.3323
Oligo,all_secretome_linked,SCGB2B2,13,-1,0.1253
Oligo,all_secretome_linked,SCN1B,2,1,0.1869
Oligo,all_secretome_linked,LGI4,1,1,-0.039
Oligo,all_secretome_linked,HAMP,3,1,-0.1169
Oligo,all_secretome_linked,DMKN,3,1,-0.1402
Oligo,all_secretome_linked,HSPB6,1,1,0.0835
Oligo,all_secretome_linked,CATSPERG,1,1,0.1295
Oligo,all_secretome_linked,CCER2,1,1,-0.0297
Oligo,all_secretome_linked,ACP7,1,-1,0.2839
Oligo,all_secretome_linked,FCGBP,6,1,-0.0786
Oligo,all_secretome_linked,LTBP4,7,-1,0.024
Oligo,all_secretome_linked,MIA,1,1,0.2745
Oligo,all_secretome_linked,TGFB1,2,1,-0.4543
Oligo,all_secretome_linked,CXCL17,1,1,-0.2003
Oligo,all_secretome_linked,CEACAM1,1,-1,0.1878
Oligo,all_secretome_linked,PSG8,9,1,0.0664
Oligo,all_secretome_linked,PSG1,2,-1,-0.0096
Oligo,all_secretome_linked,PSG6,1,1,-0.1275
Oligo,all_secretome_linked,PINLYP,2,1,0.2829
Oligo,all_secretome_linked,PLAUR,2,-1,0.3279
Oligo,all_secretome_linked,PVR,1,-1,0.2875
Oligo,all_secretome_linked,APOE,3,-1,0.0975
Oligo,all_secretome_linked,APOC1,2,1,-0.1315
Oligo,all_secretome_linked,APOC2,4,1,-0.1975
Oligo,all_secretome_linked,PGLYRP1,1,1,0.1445
Oligo,all_secretome_linked,IGFL4,7,-1,0.1958
Oligo,all_secretome_linked,IGFL3,3,-1,0.2166
Oligo,all_secretome_linked,FKRP,2,1,-0.0206
Oligo,all_secretome_linked,CA11,1,-1,-0.06
Oligo,all_secretome_linked,NTN5,1,1,-0.029
Oligo,all_secretome_linked,NUCB1,1,1,0.0718
Oligo,all_secretome_linked,FLT3LG,2,1,-0.3427
Oligo,all_secretome_linked,ADM5,1,-1,0.3525
Oligo,all_secretome_linked,IL4I1,9,-1,-0.0098
Oligo,all_secretome_linked,EMC10,2,1,-0.536
Oligo,all_secretome_linked,CLEC11A,2,1,0.1539
Oligo,all_secretome_linked,KLK6,1,1,0.1302
Oligo,all_secretome_linked,KLK7,2,-1,0.1341
Oligo,all_secretome_linked,KLK10,2,-1,0.2339
Oligo,all_secretome_linked,IGLON5,2,1,-0.3895
Oligo,all_secretome_linked,SIGLEC10,2,-1,0.1359
Oligo,all_secretome_linked,SSC5D,4,1,-0.0473
Oligo,all_secretome_linked,EDDM13,2,1,-0.1134
Oligo,all_secretome_linked,A1BG,1,1,-0.1771
Oligo,all_secretome_linked,RSPO4,2,-1,0.0512
Oligo,all_secretome_linked,PDYN,2,1,-0.3516
Oligo,all_secretome_linked,ATRN,1,-1,0.2073
Oligo,all_secretome_linked,C20orf27,2,1,-0.1254
Oligo,all_secretome_linked,CHGB,2,1,-0.0953
Oligo,all_secretome_linked,BMP2,3,1,0.3474
Oligo,all_secretome_linked,FLRT3,1,1,0.248
Oligo,all_secretome_linked,PCSK2,2,-1,0.0217
Oligo,all_secretome_linked,CST3,2,-1,0.0074
Oligo,all_secretome_linked,ENTPD6,1,1,0.0812
Oligo,all_secretome_linked,BPIFB1,2,-1,-0.0137
Oligo,all_secretome_linked,ASIP,11,1,-0.0644
Oligo,all_secretome_linked,MMP24,1,1,0.2035
Oligo,all_secretome_linked,GDF5,3,-1,0.1531
Oligo,all_secretome_linked,SOGA1,2,1,0.2104
Oligo,all_secretome_linked,VSTM2L,2,-1,0.4377
Oligo,all_secretome_linked,TGM2,1,1,-0.4901
Oligo,all_secretome_linked,BPI,5,-1,0.0558
Oligo,all_secretome_linked,CCN5,1,1,0.2882
Oligo,all_secretome_linked,MATN4,3,1,0.0986
Oligo,all_secretome_linked,SDC4,1,1,0.1358
Oligo,all_secretome_linked,WFDC2,2,1,-0.2694
Oligo,all_secretome_linked,WFDC10B,1,-1,0.0272
Oligo,all_secretome_linked,WFDC3,1,1,-0.0044
Oligo,all_secretome_linked,PLTP,1,1,-0.2807
Oligo,all_secretome_linked,CD40,1,1,-0.1842
Oligo,all_secretome_linked,SULF2,1,-1,0.5521
Oligo,all_secretome_linked,CBLN4,1,-1,0.1348
Oligo,all_secretome_linked,BMP7,1,-1,-0.146
Oligo,all_secretome_linked,GNAS,21,1,-0.0169
Oligo,all_secretome_linked,LAMA5,1,-1,0.7491
Oligo,all_secretome_linked,COL9A3,1,1,0.0118
Oligo,all_secretome_linked,TNFRSF6B,2,1,-0.0506
Oligo,all_secretome_linked,LIPI,1,1,0.278
Oligo,all_secretome_linked,CXADR,1,-1,-0.022
Oligo,all_secretome_linked,APP,8,-1,0.038
Oligo,all_secretome_linked,ADAMTS1,2,1,0.2345
Oligo,all_secretome_linked,ADAMTS5,1,1,0.4382
Oligo,all_secretome_linked,C21orf62,1,1,-0.097
Oligo,all_secretome_linked,IFNAR2,1,1,0.1861
Oligo,all_secretome_linked,DSCAM,90,-1,0.0559
Oligo,all_secretome_linked,ERVH48-1,2,1,-0.0546
Oligo,all_secretome_linked,COL18A1,14,-1,0.2887
Oligo,all_secretome_linked,COL6A1,1,1,0.2006
Oligo,all_secretome_linked,COL6A2,3,-1,0.0352
Oligo,all_secretome_linked,S100B,2,1,0.1959
Oligo,all_secretome_linked,IL17RA,1,1,0.0038
Oligo,all_secretome_linked,ADA2,5,-1,0.0927
Oligo,all_secretome_linked,C22orf39,1,1,0.0713
Oligo,all_secretome_linked,SERPIND1,4,-1,0.2892
Oligo,all_secretome_linked,IGLV10-54,1,-1,0.0246
Oligo,all_secretome_linked,IGLL1,1,-1,0.2917
Oligo,all_secretome_linked,MIF,1,1,0.0991
Oligo,all_secretome_linked,EMID1,1,-1,0.6749
Oligo,all_secretome_linked,TCN2,3,1,-0.0578
Oligo,all_secretome_linked,BPIFC,1,-1,-0.4282
Oligo,all_secretome_linked,TIMP3,3,1,-0.0109
Oligo,all_secretome_linked,C1QTNF6,2,1,-0.0252
Oligo,all_secretome_linked,LGALS1,1,1,-0.1219
Oligo,all_secretome_linked,PDGFB,4,-1,0.1688
Oligo,all_secretome_linked,CHADL,2,1,-0.0216
Oligo,all_secretome_linked,CCDC134,1,1,-0.0347
Oligo,all_secretome_linked,SCUBE1,2,-1,0.117
Oligo,all_secretome_linked,FBLN1,3,1,-0.075
Oligo,all_secretome_linked,WNT7B,5,-1,0.0303
Oligo,all_secretome_linked,TAFA5,61,1,0.0704
Oligo,all_secretome_linked,CSF2RA,5,-1,0.1704
Oligo,all_secretome_linked,DHRSX,2,-1,0.2476
Oligo,all_secretome_linked,ARSF,4,-1,0.0576
Oligo,all_secretome_linked,MXRA5,2,-1,-0.4255
Oligo,all_secretome_linked,ANOS1,1,-1,-0.1183
Oligo,all_secretome_linked,VEGFD,2,-1,-0.0905
Oligo,all_secretome_linked,APOO,1,-1,-0.2274
Oligo,all_secretome_linked,SRPX,1,-1,-0.1559
Oligo,all_secretome_linked,NDP,2,1,0.0375
Oligo,all_secretome_linked,DIPK2B,1,1,0.0284
Oligo,all_secretome_linked,TIMP1,1,1,-0.0026
Oligo,all_secretome_linked,PCSK1N,2,1,-0.3273
Oligo,all_secretome_linked,EDA,5,1,0.0798
Oligo,all_secretome_linked,PDZD11,1,1,0.0773
Oligo,all_secretome_linked,SRPX2,2,-1,-0.0857
Oligo,all_secretome_linked,COL4A6,2,1,0.32
Oligo,all_secretome_linked,COL4A5,9,1,0.054
Oligo,all_secretome_linked,CHRDL1,1,-1,0.0537
Oligo,all_secretome_linked,PGRMC1,1,1,0.0513
Oligo,all_secretome_linked,APLN,2,-1,0.1826
Oligo,all_secretome_linked,ENOX2,38,-1,0.0975
Oligo,all_secretome_linked,IGSF1,11,1,0.1361
Oligo,all_secretome_linked,GPC4,2,-1,0.1059
Oligo,all_secretome_linked,FGF13,15,-1,-0.1695
Oligo,all_secretome_linked,CD99L2,1,-1,-0.3191
Oligo,all_secretome_linked,BGN,1,1,-0.525
Oligo,all_secretome_linked,FAM3A,1,1,0.2136
Oligo,all_secretome_linked,F8,3,1,-0.1115
OPC,frozen_hit_linked,FSTL5,1,-1,0.5462
OPC,frozen_hit_linked,AZGP1,1,1,1.2225
OPC,frozen_hit_linked,COL4A2,1,1,0.8562
OPC,frozen_hit_linked,NID2,1,-1,0.1226
OPC,frozen_hit_linked,ADAMTSL3,2,-1,0.1541
OPC,frozen_hit_linked,FGF13,13,-1,0.1835
OPC,all_secretome_linked,ISG15,5,-1,0.353
OPC,all_secretome_linked,AGRN,1,-1,0.1445
OPC,all_secretome_linked,VWA1,3,1,0.1985
OPC,all_secretome_linked,MEGF6,25,1,-0.1168
OPC,all_secretome_linked,TNFRSF25,1,1,-0.0089
OPC,all_secretome_linked,CORT,1,1,-0.3361
OPC,all_secretome_linked,ANGPTL7,2,-1,0.0508
OPC,all_secretome_linked,DRAXIN,2,1,0.2122
OPC,all_secretome_linked,NPPA,2,1,0.1664
OPC,all_secretome_linked,TNFRSF1B,2,-1,0.0002
OPC,all_secretome_linked,CELA2B,1,1,-0.271
OPC,all_secretome_linked,NBL1,14,-1,0.1966
OPC,all_secretome_linked,HSPG2,2,-1,-0.0795
OPC,all_secretome_linked,WNT4,1,-1,-0.1979
OPC,all_secretome_linked,C1QA,2,1,-0.2465
OPC,all_secretome_linked,C1QC,3,1,-0.2489
OPC,all_secretome_linked,C1QB,3,1,0.1026
OPC,all_secretome_linked,MATN1,1,1,-0.5285
OPC,all_secretome_linked,COL16A1,3,-1,0.0397
OPC,all_secretome_linked,ADGRB2,5,-1,-0.0183
OPC,all_secretome_linked,FNDC5,2,1,0.1112
OPC,all_secretome_linked,CSF3R,1,-1,0.3786
OPC,all_secretome_linked,EPHA10,3,-1,-0.1037
OPC,all_secretome_linked,BMP8A,3,1,0.0506
OPC,all_secretome_linked,BMP8B,2,-1,-0.1882
OPC,all_secretome_linked,PPT1,6,1,-0.0701
OPC,all_secretome_linked,COL9A2,1,1,0.0705
OPC,all_secretome_linked,YBX1,1,1,0.1113
OPC,all_secretome_linked,P3H1,1,-1,0.0582
OPC,all_secretome_linked,SVBP,1,1,0.0294
OPC,all_secretome_linked,ST3GAL3,7,1,-0.1113
OPC,all_secretome_linked,SPATA6,1,-1,-0.0307
OPC,all_secretome_linked,GPX7,1,1,0.0196
OPC,all_secretome_linked,PODN,1,-1,0.3743
OPC,all_secretome_linked,LRP8,1,1,0.2078
OPC,all_secretome_linked,CDCP2,1,-1,-0.6674
OPC,all_secretome_linked,LEPR,19,-1,0.0699
OPC,all_secretome_linked,CCN1,2,1,0.1107
OPC,all_secretome_linked,COL24A1,1,-1,-0.2725
OPC,all_secretome_linked,GBP1,1,1,0.1178
OPC,all_secretome_linked,TGFBR3,9,-1,0.0085
OPC,all_secretome_linked,F3,2,1,-0.0838
OPC,all_secretome_linked,EXTL2,1,1,0.0389
OPC,all_secretome_linked,OLFM3,22,1,-0.016
OPC,all_secretome_linked,COL11A1,1,-1,0.0672
OPC,all_secretome_linked,AMY2B,3,1,0.259
OPC,all_secretome_linked,CSF1,2,-1,0.1082
OPC,all_secretome_linked,WNT2B,3,1,-0.2059
OPC,all_secretome_linked,NGF,1,-1,0.0629
OPC,all_secretome_linked,CD160,3,-1,0.1103
OPC,all_secretome_linked,NOTCH2NLA,1,1,-0.1121
OPC,all_secretome_linked,NOTCH2NLC,1,-1,0.2979
OPC,all_secretome_linked,C1orf54,3,-1,0.0815
OPC,all_secretome_linked,ECM1,3,1,-0.1575
OPC,all_secretome_linked,ADAMTSL4,2,-1,0.1798
OPC,all_secretome_linked,CTSS,2,-1,-0.0788
OPC,all_secretome_linked,CTSK,2,-1,0.3257
OPC,all_secretome_linked,C1orf56,2,1,0.3202
OPC,all_secretome_linked,TUFT1,1,1,-0.1252
OPC,all_secretome_linked,S100A13,2,1,0.0086
OPC,all_secretome_linked,IL6R,3,-1,0.3276
OPC,all_secretome_linked,EFNA1,2,1,0.0438
OPC,all_secretome_linked,THBS3,1,-1,0.0653
OPC,all_secretome_linked,BGLAP,2,1,-0.1576
OPC,all_secretome_linked,NAXE,2,1,-0.1882
OPC,all_secretome_linked,HAPLN2,1,1,-0.021
OPC,all_secretome_linked,BCAN,2,1,0.1942
OPC,all_secretome_linked,HDGF,1,1,0.0261
OPC,all_secretome_linked,COPA,1,-1,0.0733
OPC,all_secretome_linked,ADAMTS4,4,1,0.0226
OPC,all_secretome_linked,FCGR3A,1,1,-0.0393
OPC,all_secretome_linked,OLFML2B,14,-1,-0.0217
OPC,all_secretome_linked,CREG1,1,-1,0.1219
OPC,all_secretome_linked,F5,2,1,-0.2621
OPC,all_secretome_linked,TNR,3,-1,0.0527
OPC,all_secretome_linked,PAPPA2,1,1,0.0008
OPC,all_secretome_linked,BRINP2,1,-1,0.0309
OPC,all_secretome_linked,ANGPTL1,1,-1,0.5183
OPC,all_secretome_linked,QSOX1,2,1,0.5457
OPC,all_secretome_linked,MR1,1,1,0.1529
OPC,all_secretome_linked,LAMC1,1,1,0.1931
OPC,all_secretome_linked,HMCN1,1,-1,0.4643
OPC,all_secretome_linked,BRINP3,3,1,-0.1192
OPC,all_secretome_linked,CFH,2,1,-0.2347
OPC,all_secretome_linked,CRB1,31,-1,-0.1303
OPC,all_secretome_linked,RNPEP,1,1,0.326
OPC,all_secretome_linked,CHI3L1,2,1,0.0459
OPC,all_secretome_linked,CHIT1,1,1,0.1297
OPC,all_secretome_linked,PRELP,3,1,-0.0884
OPC,all_secretome_linked,OPTC,3,1,-0.464
OPC,all_secretome_linked,CNTN2,2,1,-0.2355
OPC,all_secretome_linked,PM20D1,1,1,0.1177
OPC,all_secretome_linked,C4BPB,1,-1,-0.0763
OPC,all_secretome_linked,CD55,1,1,-0.1362
OPC,all_secretome_linked,LAMB3,3,-1,-0.204
OPC,all_secretome_linked,NENF,1,1,0.0821
OPC,all_secretome_linked,VASH2,2,-1,0.1326
OPC,all_secretome_linked,USH2A,2,-1,0.2207
OPC,all_secretome_linked,TGFB2,3,-1,-0.0941
OPC,all_secretome_linked,SUSD4,1,-1,-0.0518
OPC,all_secretome_linked,LEFTY1,2,1,-0.0313
OPC,all_secretome_linked,WNT9A,2,1,-0.2818
OPC,all_secretome_linked,GALNT2,1,1,0.1041
OPC,all_secretome_linked,AGT,1,1,-0.1224
OPC,all_secretome_linked,NID1,2,1,-0.2301
OPC,all_secretome_linked,GREM2,1,-1,-0.0737
OPC,all_secretome_linked,NLRP3,2,1,-0.2085
OPC,all_secretome_linked,ALKAL2,1,-1,-0.347
OPC,all_secretome_linked,PXDN,1,-1,0.0269
OPC,all_secretome_linked,COLEC11,5,1,-0.1111
OPC,all_secretome_linked,SDC1,1,-1,0.0674
OPC,all_secretome_linked,EMILIN1,1,1,-0.0186
OPC,all_secretome_linked,CGREF1,2,1,-0.2888
OPC,all_secretome_linked,UCN,2,-1,0.2376
OPC,all_secretome_linked,FNDC4,1,1,0.0307
OPC,all_secretome_linked,LTBP1,27,-1,0.1004
OPC,all_secretome_linked,CRIM1,2,-1,-0.3308
OPC,all_secretome_linked,QPCT,2,1,-0.3778
OPC,all_secretome_linked,PKDCC,2,1,-0.1705
OPC,all_secretome_linked,EFEMP1,1,1,-0.1987
OPC,all_secretome_linked,TGFA,2,1,-0.0592
OPC,all_secretome_linked,PRADC1,1,1,0.2343
OPC,all_secretome_linked,LOXL3,1,-1,0.1178
OPC,all_secretome_linked,THNSL2,2,1,0.0301
OPC,all_secretome_linked,MGAT4A,11,-1,-0.0066
OPC,all_secretome_linked,CREG2,2,-1,-0.2559
OPC,all_secretome_linked,IL1R1,9,1,0.0703
OPC,all_secretome_linked,ECRG4,1,1,0.1681
OPC,all_secretome_linked,FBLN7,2,1,-0.1848
OPC,all_secretome_linked,C1QL2,1,1,0.252
OPC,all_secretome_linked,INHBB,1,-1,-0.1597
OPC,all_secretome_linked,MGAT5,36,-1,-0.0953
OPC,all_secretome_linked,NXPH2,3,-1,0.004
OPC,all_secretome_linked,LYPD6,3,-1,-0.0134
OPC,all_secretome_linked,NMI,1,1,0.2079
OPC,all_secretome_linked,TNFAIP6,2,-1,0.3595
OPC,all_secretome_linked,PLA2R1,3,1,0.1136
OPC,all_secretome_linked,DPP4,2,1,-0.1035
OPC,all_secretome_linked,FRZB,2,-1,0.1155
OPC,all_secretome_linked,TFPI,3,1,0.0307
OPC,all_secretome_linked,COL5A2,1,1,-1.4424
OPC,all_secretome_linked,MSTN,4,-1,0.2006
OPC,all_secretome_linked,TMEFF2,3,-1,0.0001
OPC,all_secretome_linked,NRP2,2,1,0.5703
OPC,all_secretome_linked,ADAM23,1,-1,-0.3297
OPC,all_secretome_linked,VWC2L,1,1,-0.0985
OPC,all_secretome_linked,FN1,1,1,0.0047
OPC,all_secretome_linked,IGFBP2,4,-1,0.0213
OPC,all_secretome_linked,IGFBP5,2,1,0.0035
OPC,all_secretome_linked,ABCB6,1,-1,-0.0885
OPC,all_secretome_linked,GLB1L,2,1,-0.3978
OPC,all_secretome_linked,INHA,1,-1,-0.0877
OPC,all_secretome_linked,SCG2,2,1,0.469
OPC,all_secretome_linked,SERPINE2,3,1,0.0314
OPC,all_secretome_linked,COL4A4,1,-1,0.1653
OPC,all_secretome_linked,COL4A3,1,-1,0.1653
OPC,all_secretome_linked,SNORC,2,-1,0.1737
OPC,all_secretome_linked,COL6A3,6,-1,-0.0226
OPC,all_secretome_linked,GPC1,6,1,-0.0167
OPC,all_secretome_linked,SNED1,12,1,-0.1979
OPC,all_secretome_linked,CHL1,31,1,-0.1154
OPC,all_secretome_linked,CNTN4,68,-1,0.0016
OPC,all_secretome_linked,IL17RE,2,1,0.092
OPC,all_secretome_linked,GHRL,4,-1,0.3228
OPC,all_secretome_linked,TIMP4,1,1,0.0083
OPC,all_secretome_linked,FBLN2,6,-1,0.115
OPC,all_secretome_linked,WNT7A,1,-1,-0.1364
OPC,all_secretome_linked,COLQ,7,1,-0.2694
OPC,all_secretome_linked,BTD,8,-1,-0.0534
OPC,all_secretome_linked,TGFBR2,2,-1,-0.0388
OPC,all_secretome_linked,CRTAP,1,-1,-0.0679
OPC,all_secretome_linked,PDCD6IP,1,1,0.4888
OPC,all_secretome_linked,CCK,3,1,-0.0322
OPC,all_secretome_linked,GASK1A,2,-1,0.7049
OPC,all_secretome_linked,CDCP1,2,-1,-0.4655
OPC,all_secretome_linked,CSPG5,1,1,0.0765
OPC,all_secretome_linked,SPINK8,1,-1,0.0261
OPC,all_secretome_linked,PLXNB1,4,1,-0.125
OPC,all_secretome_linked,COL7A1,3,1,0.097
OPC,all_secretome_linked,LAMB2,1,-1,0.1242
OPC,all_secretome_linked,DAG1,1,1,0.0844
OPC,all_secretome_linked,MST1,1,1,0.1656
OPC,all_secretome_linked,SEMA3B,3,1,-0.1455
OPC,all_secretome_linked,HYAL1,2,1,-0.1586
OPC,all_secretome_linked,MANF,1,1,0.2307
OPC,all_secretome_linked,ITIH4,1,-1,0.5747
OPC,all_secretome_linked,MUSTN1,2,-1,0.3383
OPC,all_secretome_linked,IL17RB,2,1,0.0967
OPC,all_secretome_linked,WNT5A,6,-1,0.032
OPC,all_secretome_linked,ADAMTS9,2,1,0.2393
OPC,all_secretome_linked,TAFA1,52,-1,0.0379
OPC,all_secretome_linked,TAFA4,1,-1,-0.3303
OPC,all_secretome_linked,EPHA3,1,1,-0.265
OPC,all_secretome_linked,PROS1,2,-1,0.063
OPC,all_secretome_linked,COL8A1,1,-1,0.3609
OPC,all_secretome_linked,ABI3BP,1,-1,0.0521
OPC,all_secretome_linked,NXPE3,4,1,0.3024
OPC,all_secretome_linked,ZPLD1,24,-1,0.0515
OPC,all_secretome_linked,ALCAM,33,-1,-0.0548
OPC,all_secretome_linked,BTLA,1,1,0.0975
OPC,all_secretome_linked,CCDC80,2,-1,0.1966
OPC,all_secretome_linked,CD200R1,2,-1,-0.0027
OPC,all_secretome_linked,B4GALT4,3,1,0.0934
OPC,all_secretome_linked,FSTL1,1,1,-0.1388
OPC,all_secretome_linked,MUC13,1,-1,-0.213
OPC,all_secretome_linked,HEG1,1,1,0.1185
OPC,all_secretome_linked,COL6A6,1,1,0.3697
OPC,all_secretome_linked,TF,4,-1,0.0361
OPC,all_secretome_linked,PCOLCE2,1,1,0.1849
OPC,all_secretome_linked,DIPK2A,1,-1,-0.2105
OPC,all_secretome_linked,CPB1,4,1,0.0568
OPC,all_secretome_linked,CP,2,1,0.4425
OPC,all_secretome_linked,IGSF10,2,-1,0.1749
OPC,all_secretome_linked,C3orf33,1,-1,-0.0901
OPC,all_secretome_linked,PTX3,1,1,-0.1375
OPC,all_secretome_linked,RARRES1,2,1,0.0118
OPC,all_secretome_linked,IL12A,2,-1,0.2742
OPC,all_secretome_linked,BCHE,2,-1,0.16
OPC,all_secretome_linked,SERPINI1,1,1,0.0329
OPC,all_secretome_linked,CHRD,3,-1,0.1281
OPC,all_secretome_linked,KNG1,1,-1,-0.1993
OPC,all_secretome_linked,ST6GAL1,29,1,0.04
OPC,all_secretome_linked,MASP1,2,1,0.235
OPC,all_secretome_linked,SST,1,-1,0.7994
OPC,all_secretome_linked,IL1RAP,12,1,-0.0836
OPC,all_secretome_linked,UTS2B,7,1,0.0388
OPC,all_secretome_linked,APOD,3,1,-0.029
OPC,all_secretome_linked,MUC20,3,-1,0.1099
OPC,all_secretome_linked,TFRC,1,1,0.1834
OPC,all_secretome_linked,FBXO45,1,1,0.1464
OPC,all_secretome_linked,SPON2,11,-1,-0.0072
OPC,all_secretome_linked,FGFR3,2,1,0.1928
OPC,all_secretome_linked,C4orf48,1,1,-0.2822
OPC,all_secretome_linked,CYTL1,2,1,-0.0591
OPC,all_secretome_linked,MAN2B2,1,1,0.3951
OPC,all_secretome_linked,C1QTNF7,20,-1,-0.0034
OPC,all_secretome_linked,SLIT2,2,-1,-0.1448
OPC,all_secretome_linked,SOD3,1,1,0.1962
OPC,all_secretome_linked,LGI2,2,-1,0.2359
OPC,all_secretome_linked,SMIM20,1,-1,-0.017
OPC,all_secretome_linked,CORIN,10,-1,0.0496
OPC,all_secretome_linked,ERVMER34-1,1,-1,0.7649
OPC,all_secretome_linked,IGFBP7,1,-1,-0.1308
OPC,all_secretome_linked,TMPRSS11D,1,1,-0.3263
OPC,all_secretome_linked,ADAMTS3,1,-1,0.0795
OPC,all_secretome_linked,ALB,1,-1,-0.0388
OPC,all_secretome_linked,BTC,1,-1,0.1949
OPC,all_secretome_linked,ANTXR2,1,1,0.1207
OPC,all_secretome_linked,FGF5,1,1,0.3577
OPC,all_secretome_linked,HPSE,2,-1,-0.0497
OPC,all_secretome_linked,SPARCL1,3,1,0.3188
OPC,all_secretome_linked,SPP1,4,1,0.4841
OPC,all_secretome_linked,PKD2,8,-1,0.1835
OPC,all_secretome_linked,SNCA,1,1,0.0812
OPC,all_secretome_linked,NPNT,1,1,0.2567
OPC,all_secretome_linked,AIMP1,1,1,0.1892
OPC,all_secretome_linked,DKK2,19,-1,0.0438
OPC,all_secretome_linked,COL25A1,29,-1,0.0977
OPC,all_secretome_linked,PLA2G12A,1,1,-0.2516
OPC,all_secretome_linked,ARSJ,1,-1,-0.0703
OPC,all_secretome_linked,PRSS12,1,-1,0.8523
OPC,all_secretome_linked,FGF2,1,1,0.3034
OPC,all_secretome_linked,ABHD18,1,1,-0.11
OPC,all_secretome_linked,PGRMC2,2,-1,-0.2347
OPC,all_secretome_linked,IL15,8,-1,0.1065
OPC,all_secretome_linked,FREM3,1,-1,0.2659
OPC,all_secretome_linked,HHIP,2,1,-0.4442
OPC,all_secretome_linked,PRSS48,1,1,-0.2173
OPC,all_secretome_linked,SFRP2,3,-1,0.1531
OPC,all_secretome_linked,PDGFC,2,-1,0.1556
OPC,all_secretome_linked,FSTL5,1,-1,0.5462
OPC,all_secretome_linked,CPE,1,1,0.0921
OPC,all_secretome_linked,TLL1,1,-1,0.1389
OPC,all_secretome_linked,SPOCK3,23,-1,0.034
OPC,all_secretome_linked,HMGB2,1,1,-0.0414
OPC,all_secretome_linked,SCRG1,1,-1,-0.1153
OPC,all_secretome_linked,VEGFC,1,-1,0.353
OPC,all_secretome_linked,SNX25,3,-1,0.0942
OPC,all_secretome_linked,KLKB1,1,1,0.1109
